27,[[-0.779542,2.20203,0.15215],[-0.528162,1.10043,-0.352395],[-0.490051,-0.279407,1.31577],[0.033047,-0.269939,-0.389986],[0.363241,0.0699537,2.32928],[-0.137154,-0.328371,0.181778],[0.883417,0.742308,-0.172309],[-0.727267,-1.62947,0.495346],[-0.402091,1.64599,-0.0107987],[0.0523589,0.554421,1.21898]]
28,[[-0.789052,2.21983,0.151013],[-0.535175,1.10288,-0.354498],[-0.478,-0.272494,1.3141],[0.0419881,-0.271927,-0.381604],[0.36738,0.0668065,2.34154],[-0.144249,-0.333532,0.183564],[0.876432,0.740415,-0.170927],[-0.728216,-1.64889,0.492961],[-0.415623,1.66039,-0.0306372],[0.0589828,0.563398,1.21355]]
29,[[-0.798497,2.23749,0.14985],[-0.542119,1.10529,-0.356511],[-0.465878,-0.265528,1.31231],[0.0508507,-0.273876,-0.372946],[0.371474,0.0636616,2.35369],[-0.151287,-0.338616,0.185209],[0.86932,0.738462,-0.169509],[-0.729124,-1.6682,0.490572],[-0.429181,1.67459,-0.0505242],[0.065558,0.57227,1.20804]]
30,[[-0.807878,2.25501,0.14866],[-0.548996,1.10769,-0.358435],[-0.453686,-0.25851,1.31041],[0.0596283,-0.275786,-0.364016],[0.375522,0.0605191,2.36572],[-0.158259,-0.34362,0.186714],[0.862081,0.736447,-0.168057],[-0.729991,-1.68741,0.488178],[-0.44276,1.6886,-0.0704536],[0.0720842,0.581035,1.20244]]
31,[[-0.817196,2.27237,0.147444],[-0.555806,1.11005,-0.360272],[-0.441425,-0.251439,1.3084],[0.0683146,-0.277658,-0.354815],[0.379525,0.0573792,2.37763],[-0.165157,-0.348543,0.188081],[0.854715,0.734371,-0.166569],[-0.730819,-1.7065,0.485781],[-0.456359,1.70241,-0.0904189],[0.0785611,0.589693,1.19676]]
32,[[-0.826453,2.2896,0.1462],[-0.562549,1.1124,-0.362025],[-0.429096,-0.244317,1.30627],[0.0769032,-0.279492,-0.345345],[0.383485,0.0542418,2.38943],[-0.171975,-0.353384,0.189313],[0.847222,0.732232,-0.165045],[-0.731608,-1.72548,0.48338],[-0.469974,1.71602,-0.110414],[0.0849884,0.598243,1.19099]]
33,[[-0.835651,2.30669,0.144928],[-0.569226,1.11473,-0.363696],[-0.416701,-0.237144,1.30402],[0.085388,-0.281291,-0.33561],[0.387403,0.0511071,2.40112],[-0.178703,-0.358139,0.190411],[0.839602,0.730029,-0.163484],[-0.73236,-1.74436,0.480975],[-0.483603,1.72944,-0.130432],[0.091366,0.606684,1.18515]]
34,[[-0.84479,2.32364,0.143627],[-0.575837,1.11704,-0.365286],[-0.404241,-0.229919,1.30166],[0.0937625,-0.283053,-0.325611],[0.391279,0.0479751,2.4127],[-0.185335,-0.362808,0.191379],[0.831855,0.727761,-0.161887],[-0.733073,-1.76314,0.478565],[-0.497243,1.74265,-0.150467],[0.0976936,0.615015,1.17922]]
35,[[-0.853873,2.34046,0.142298],[-0.582383,1.11933,-0.366799],[-0.391717,-0.222642,1.29917],[0.102021,-0.28478,-0.315353],[0.395114,0.0448461,2.42417],[-0.191863,-0.367388,0.192219],[0.823982,0.725427,-0.160252],[-0.73375,-1.78182,0.476152],[-0.51089,1.75567,-0.170512],[0.103971,0.623236,1.17321]]
36,[[-0.862901,2.35715,0.140941],[-0.588864,1.1216,-0.368235],[-0.37913,-0.215316,1.29657],[0.110157,-0.286473,-0.304839],[0.398909,0.04172,2.43552],[-0.198278,-0.371878,0.192935],[0.815982,0.723027,-0.158579],[-0.734391,-1.80039,0.473734],[-0.524543,1.76849,-0.190561],[0.110198,0.631346,1.16712]]
37,[[-0.871875,2.3737,0.139554],[-0.595281,1.12385,-0.369598],[-0.366482,-0.207938,1.29385],[0.118165,-0.28813,-0.294071],[0.402665,0.038597,2.44677],[-0.204575,-0.376276,0.193529],[0.807856,0.720558,-0.156867],[-0.734996,-1.81887,0.471313],[-0.538199,1.7811,-0.210608],[0.116375,0.639343,1.16095]]
38,[[-0.880797,2.39013,0.138138],[-0.601635,1.12609,-0.370889],[-0.353774,-0.200511,1.291],[0.126039,-0.289754,-0.283054],[0.406383,0.0354772,2.45792],[-0.210744,-0.380581,0.194007],[0.799603,0.71802,-0.155115],[-0.735566,-1.83725,0.468887],[-0.551853,1.79352,-0.230648],[0.122501,0.647227,1.15469]]
39,[[-0.889668,2.40644,0.136693],[-0.607926,1.12831,-0.372111],[-0.341007,-0.193034,1.28804],[0.133773,-0.291343,-0.271793],[0.410063,0.0323608,2.46895],[-0.21678,-0.38479,0.194371],[0.791225,0.715411,-0.153322],[-0.736102,-1.85553,0.466457],[-0.565505,1.80575,-0.250674],[0.128576,0.654997,1.14835]]
40,[[-0.89849,2.42263,0.13522],[-0.614154,1.13052,-0.373265],[-0.328184,-0.185507,1.28494],[0.141361,-0.292899,-0.26029],[0.413706,0.0292479,2.47988],[-0.222674,-0.388901,0.194625],[0.78272,0.712731,-0.151488],[-0.736605,-1.87371,0.464024],[-0.579151,1.81778,-0.270681],[0.1346,0.662652,1.14193]]
41,[[-0.907264,2.43869,0.133717],[-0.620321,1.1327,-0.374354],[-0.315305,-0.177932,1.28173],[0.1488,-0.294421,-0.248551],[0.417313,0.0261386,2.49071],[-0.22842,-0.392913,0.194774],[0.774089,0.709978,-0.149611],[-0.737074,-1.8918,0.461587],[-0.592789,1.82962,-0.290665],[0.140574,0.67019,1.13543]]
42,[[-0.915991,2.45464,0.132186],[-0.626426,1.13487,-0.375378],[-0.302372,-0.170307,1.27838],[0.156082,-0.29591,-0.236579],[0.420885,0.0230331,2.50143],[-0.234011,-0.396825,0.194821],[0.765332,0.707151,-0.147691],[-0.737511,-1.9098,0.459146],[-0.606415,1.84127,-0.310619],[0.146497,0.677611,1.12885]]
43,[[-0.924672,2.47047,0.130627],[-0.63247,1.13703,-0.376341],[-0.289386,-0.162634,1.27491],[0.163203,-0.297364,-0.224381],[0.424423,0.0199314,2.51206],[-0.23944,-0.400634,0.194771],[0.75645,0.704248,-0.145726],[-0.737916,-1.9277,0.456702],[-0.620029,1.85273,-0.330539],[0.152368,0.684913,1.12219]]
44,[[-0.933309,2.48619,0.129039],[-0.638453,1.13916,-0.377244],[-0.276349,-0.154913,1.27131],[0.170158,-0.298784,-0.21196],[0.427927,0.0168338,2.52258],[-0.244701,-0.404339,0.194629],[0.747441,0.701269,-0.143715],[-0.73829,-1.94552,0.454254],[-0.633628,1.86401,-0.350421],[0.158189,0.692095,1.11545]]
45,[[-0.941903,2.5018,0.127424],[-0.644376,1.14127,-0.378088],[-0.263262,-0.147145,1.26758],[0.176942,-0.30017,-0.199321],[0.431398,0.0137404,2.533],[-0.249788,-0.407937,0.194399],[0.738307,0.698212,-0.141657],[-0.738633,-1.96324,0.451802],[-0.647209,1.87511,-0.370262],[0.163959,0.699156,1.10862]]
46,[[-0.950455,2.5173,0.125781],[-0.650239,1.14337,-0.378874],[-0.250126,-0.139328,1.26372],[0.183551,-0.301522,-0.186471],[0.434836,0.0106513,2.54332],[-0.254694,-0.411429,0.194086],[0.729048,0.695075,-0.13955],[-0.738946,-1.98088,0.449347],[-0.660772,1.88603,-0.390056],[0.169677,0.706095,1.10172]]
47,[[-0.958966,2.53269,0.124112],[-0.656042,1.14544,-0.379605],[-0.236943,-0.131465,1.25973],[0.18998,-0.302838,-0.173413],[0.438243,0.00756663,2.55354],[-0.259414,-0.414811,0.193695],[0.719663,0.691858,-0.137393],[-0.739229,-1.99843,0.446889],[-0.674313,1.89678,-0.409801],[0.175345,0.712911,1.09473]]
48,[[-0.967437,2.54798,0.122416],[-0.661786,1.1475,-0.380281],[-0.223715,-0.123555,1.2556],[0.196225,-0.304118,-0.160155],[0.441619,0.0044866,2.56366],[-0.263941,-0.418083,0.193231],[0.710153,0.688558,-0.135184],[-0.739483,-2.0159,0.444428],[-0.687831,1.90735,-0.429494],[0.180962,0.719601,1.08766]]
49,[[-0.975869,2.56317,0.120693],[-0.667471,1.14953,-0.380905],[-0.210442,-0.115597,1.25134],[0.202282,-0.305362,-0.1467],[0.444965,0.00141132,2.57369],[-0.268272,-0.421243,0.192699],[0.700518,0.685175,-0.132922],[-0.739709,-2.03328,0.441963],[-0.701326,1.91777,-0.449131],[0.186527,0.726164,1.08051]]
50,[[-0.984263,2.57825,0.118946],[-0.673096,1.15154,-0.381476],[-0.197127,-0.107594,1.24695],[0.208147,-0.306568,-0.133056],[0.448282,-0.00165905,2.58362],[-0.272399,-0.42429,0.192103],[0.690759,0.681707,-0.130605],[-0.739906,-2.05057,0.439496],[-0.714795,1.92802,-0.468711],[0.192041,0.732599,1.07328]]
51,[[-0.992619,2.59324,0.117173],[-0.678663,1.15352,-0.381995],[-0.18377,-0.099544,1.24241],[0.213816,-0.307737,-0.119227],[0.451569,-0.00472438,2.59345],[-0.276319,-0.427222,0.19145],[0.680875,0.678152,-0.128231],[-0.740076,-2.06778,0.437026],[-0.728237,1.93811,-0.48823],[0.197505,0.738904,1.06597]]
52,[[-1.00094,2.60813,0.115375],[-0.684171,1.15548,-0.382465],[-0.170373,-0.0914482,1.23774],[0.219285,-0.308866,-0.10522],[0.454828,-0.00778454,2.60319],[-0.280026,-0.430037,0.190744],[0.670866,0.67451,-0.125798],[-0.740219,-2.08491,0.434553],[-0.74165,1.94805,-0.507687],[0.202917,0.745077,1.05858]]
53,[[-1.00922,2.62292,0.113553],[-0.68962,1.15741,-0.382885],[-0.156937,-0.0833065,1.23293],[0.224552,-0.309955,-0.0910396],[0.45806,-0.0108394,2.61284],[-0.283517,-0.432735,0.189991],[0.660734,0.670778,-0.123305],[-0.740335,-2.10196,0.432078],[-0.755035,1.95783,-0.52708],[0.208278,0.751117,1.0511]]
54,[[-1.01747,2.63762,0.111708],[-0.695011,1.15931,-0.383257],[-0.143463,-0.0751192,1.22799],[0.229614,-0.311003,-0.0766929],[0.461265,-0.0138888,2.62239],[-0.286786,-0.435315,0.189197],[0.650478,0.666956,-0.120748],[-0.740424,-2.11893,0.4296],[-0.76839,1.96747,-0.546407],[0.213589,0.757021,1.04355]]
55,[[-1.02569,2.65222,0.10984],[-0.700343,1.16118,-0.38358],[-0.129953,-0.0668863,1.22289],[0.234466,-0.312008,-0.0621854],[0.464444,-0.0169326,2.63186],[-0.289831,-0.437774,0.188365],[0.640099,0.663042,-0.118127],[-0.740488,-2.13582,0.42712],[-0.781714,1.97697,-0.565667],[0.218848,0.762788,1.03591]]
56,[[-1.03387,2.66674,0.107949],[-0.705616,1.16303,-0.383856],[-0.116408,-0.0586082,1.21766],[0.239107,-0.31297,-0.0475233],[0.467597,-0.0199707,2.64123],[-0.292646,-0.440112,0.187502],[0.629597,0.659034,-0.115438],[-0.740527,-2.15263,0.424637],[-0.795006,1.98633,-0.584859],[0.224056,0.768416,1.02819]]
57,[[-1.04202,2.68116,0.106036],[-0.710831,1.16484,-0.384086],[-0.102828,-0.0502848,1.21228],[0.243534,-0.313886,-0.0327124],[0.470725,-0.023003,2.65051],[-0.295229,-0.442328,0.186614],[0.618972,0.654931,-0.112678],[-0.74054,-2.16937,0.422153],[-0.808266,1.99556,-0.603981],[0.229213,0.773902,1.02039]]
58,[[-1.05014,2.6955,0.104101],[-0.715987,1.16662,-0.384269],[-0.0892166,-0.0419165,1.20675],[0.247744,-0.314755,-0.0177589],[0.473828,-0.0260293,2.6597],[-0.297577,-0.44442,0.185705],[0.608226,0.650732,-0.109847],[-0.74053,-2.18603,0.419666],[-0.821494,2.00465,-0.623034],[0.234319,0.779244,1.0125]]
59,[[-1.05823,2.70975,0.102146],[-0.721084,1.16837,-0.384406],[-0.0755732,-0.0335032,1.20108],[0.251735,-0.315576,-0.00266881],[0.476907,-0.0290496,2.6688],[-0.299685,-0.446387,0.184781],[0.597359,0.646435,-0.10694],[-0.740495,-2.20261,0.417178],[-0.834687,2.01361,-0.642016],[0.239373,0.78444,1.00454]]
60,[[-1.06628,2.72391,0.10017],[-0.726121,1.17009,-0.384497],[-0.0618994,-0.0250452,1.19526],[0.255506,-0.316346,0.0125519],[0.479963,-0.0320637,2.67781],[-0.301553,-0.448229,0.183847],[0.586371,0.64204,-0.103955],[-0.740436,-2.21912,0.414688],[-0.847848,2.02245,-0.660927],[0.244377,0.789487,0.996486]]
61,[[-1.07431,2.738,0.0981739],[-0.7311,1.17177,-0.384543],[-0.0481963,-0.0165427,1.18928],[0.259053,-0.317065,0.0278971],[0.482996,-0.0350715,2.68674],[-0.303175,-0.449944,0.18291],[0.575263,0.637544,-0.100889],[-0.740354,-2.23556,0.412196],[-0.860974,2.03118,-0.679767],[0.249329,0.794383,0.988354]]
62,[[-1.0823,2.75199,0.0961584],[-0.736019,1.17341,-0.384544],[-0.0344652,-0.00799577,1.18315],[0.262375,-0.317729,0.0433609],[0.486007,-0.038073,2.69558],[-0.304552,-0.451531,0.181974],[0.564036,0.632947,-0.0977391],[-0.740249,-2.25193,0.409703],[-0.874066,2.03978,-0.698535],[0.25423,0.799125,0.980139]]
63,[[-1.09027,2.76591,0.0941239],[-0.740878,1.17502,-0.3845],[-0.0207071,0.000595315,1.17686],[0.265471,-0.318337,0.0589374],[0.488996,-0.041068,2.70433],[-0.305679,-0.45299,0.181045],[0.55269,0.628247,-0.094502],[-0.740122,-2.26822,0.407208],[-0.887123,2.04827,-0.717231],[0.259079,0.80371,0.971842]]
64,[[-1.09821,2.77975,0.0920709],[-0.745678,1.17658,-0.384412],[-0.00692314,0.00923034,1.17042],[0.268339,-0.318887,0.0746205],[0.491964,-0.0440564,2.71299],[-0.306556,-0.454318,0.180128],[0.541227,0.623443,-0.0911745],[-0.739973,-2.28444,0.404712],[-0.900146,2.05665,-0.735855],[0.263876,0.808136,0.963461]]
65,[[-1.10611,2.7935,0.0899998],[-0.750417,1.17811,-0.384279],[0.00688549,0.017909,1.16381],[0.270978,-0.319376,0.0904045],[0.494911,-0.0470382,2.72158],[-0.30718,-0.455516,0.179229],[0.529648,0.618535,-0.087753],[-0.739801,-2.30059,0.402215],[-0.913133,2.06492,-0.754407],[0.268622,0.812398,0.954997]]
66,[[-1.114,2.80718,0.0879112],[-0.755096,1.1796,-0.384101],[0.0207177,0.0266311,1.15704],[0.273387,-0.319803,0.106284],[0.497838,-0.0500133,2.73008],[-0.307551,-0.456581,0.178353],[0.517953,0.61352,-0.0842342],[-0.739609,-2.31668,0.399717],[-0.926086,2.07309,-0.772888],[0.273315,0.816495,0.946449]]
67,[[-1.12185,2.82079,0.0858054],[-0.759714,1.18105,-0.383879],[0.0345722,0.0353961,1.15011],[0.275564,-0.320163,0.122252],[0.500744,-0.0529816,2.73849],[-0.307665,-0.457514,0.177505],[0.506144,0.608398,-0.0806143],[-0.739395,-2.33269,0.397218],[-0.939004,2.08116,-0.791298],[0.277957,0.820421,0.937818]]
68,[[-1.12968,2.83431,0.0836829],[-0.764272,1.18245,-0.383613],[0.0484478,0.0442036,1.143],[0.27751,-0.320456,0.138304],[0.503632,-0.055943,2.74683],[-0.307524,-0.458313,0.176692],[0.494221,0.603168,-0.0768896],[-0.73916,-2.34864,0.394719],[-0.951887,2.08912,-0.809637],[0.282545,0.824176,0.929103]]
69,[[-1.13748,2.84776,0.0815442],[-0.768768,1.18382,-0.383302],[0.0623432,0.0530532,1.13573],[0.279223,-0.320678,0.154434],[0.5065,-0.0588976,2.75508],[-0.307124,-0.458976,0.175918],[0.482187,0.597828,-0.0730561],[-0.738905,-2.36452,0.392218],[-0.964736,2.097,-0.827905],[0.287082,0.827753,0.920304]]
70,[[-1.14525,2.86114,0.0793897],[-0.773203,1.18514,-0.382946],[0.0762571,0.0619441,1.12828],[0.280703,-0.320825,0.170636],[0.50935,-0.0618451,2.76325],[-0.306467,-0.459504,0.175189],[0.470042,0.592379,-0.0691097],[-0.73863,-2.38033,0.389717],[-0.977549,2.10478,-0.846103],[0.291564,0.83115,0.911422]]
71,[[-1.153,2.87445,0.0772198],[-0.777575,1.18641,-0.382547],[0.0901881,0.0708758,1.12065],[0.28195,-0.320895,0.186906],[0.512182,-0.0647856,2.77134],[-0.30555,-0.459895,0.17451],[0.457789,0.586819,-0.0650463],[-0.738336,-2.39608,0.387216],[-0.990328,2.11247,-0.864232],[0.295994,0.834362,0.902456]]
72,[[-1.16072,2.88768,0.0750348],[-0.781886,1.18765,-0.382102],[0.104135,0.0798472,1.11283],[0.282963,-0.320885,0.203237],[0.514996,-0.067719,2.77935],[-0.304375,-0.460148,0.173887],[0.445428,0.581148,-0.0608617],[-0.738021,-2.41176,0.384714],[-1.00307,2.12007,-0.882291],[0.30037,0.837386,0.893406]]
73,[[-1.16842,2.90084,0.0728353],[-0.786134,1.18883,-0.381613],[0.118095,0.0888575,1.10483],[0.283744,-0.320791,0.219625],[0.517793,-0.0706454,2.78728],[-0.302939,-0.460261,0.173324],[0.432962,0.575364,-0.0565512],[-0.737688,-2.42739,0.382213],[-1.01578,2.12758,-0.900282],[0.304691,0.840217,0.884272]]
74,[[-1.17609,2.91393,0.0706216],[-0.790319,1.18997,-0.38108],[0.132068,0.0979056,1.09664],[0.284292,-0.32061,0.236063],[0.520573,-0.0735645,2.79513],[-0.301244,-0.460234,0.172828],[0.420393,0.569468,-0.0521105],[-0.737336,-2.44294,0.379711],[-1.02846,2.13502,-0.918205],[0.308957,0.842851,0.875055]]
75,[[-1.18374,2.92696,0.068394],[-0.79444,1.19106,-0.380501],[0.146051,0.10699,1.08826],[0.284608,-0.320336,0.252548],[0.523336,-0.0764765,2.80291],[-0.299289,-0.460066,0.172403],[0.407722,0.563458,-0.0475349],[-0.736965,-2.45844,0.377209],[-1.0411,2.14237,-0.93606],[0.313168,0.845282,0.865755]]
76,[[-1.19136,2.93991,0.066153],[-0.798499,1.1921,-0.379877],[0.160041,0.11611,1.07967],[0.284694,-0.319967,0.269073],[0.526083,-0.0793813,2.8106],[-0.297075,-0.459754,0.172055],[0.394952,0.557334,-0.0428194],[-0.736576,-2.47387,0.374707],[-1.05371,2.14964,-0.953849],[0.317324,0.847506,0.856372]]
